"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Japan","JPN","Population ages 65 and above, female","SP.POP.65UP.FE.IN","2945170","3071281","3150866","3237354","3328787","3425801","3530334","3641952","3736178","3899073","4029562","4182813","4340488","4477604","4677488","4884826","5070788","5292961","5529665","5766035","5994472","6235693","6460000","6683545","6921925","7187108","7464175","7759264","8074299","8407328","8751504","9090734","9438905","9799877","10182871","10582840","10976326","11375279","11783837","12185211","12587538","12978355","13370617","13766732","14148495","14542000","14912874","15291639","15675293","16087398","16556481","16965053","17417467","17892470","18355403","18788345","19128791","19418628","",
"Kazakhstan","KAZ","Population ages 65 and above, female","SP.POP.65UP.FE.IN","313003","321597","330074","339196","350012","363214","378494","395470","413265","430393","446087","463416","477716","490628","504367","519770","538943","559459","579226","594933","605053","610318","610711","608661","607624","609534","616823","625389","635797","654503","672571","698063","725146","749203","760982","760139","748906","725555","696389","677162","671126","686898","709650","733022","748443","751483","750221","740899","727665","725517","717724","727814","737029","744665","752975","765682","785916","814214","",
"Kenya","KEN","Population ages 65 and above, female","SP.POP.65UP.FE.IN","167941","172669","177192","181556","185809","189971","194890","199704","204339","208666","212640","217428","221825","225926","229852","233687","238263","242752","247239","251785","256467","262469","268553","274719","280976","287352","294449","301574","308957","316947","325803","335884","346631","358017","369877","382109","396766","410663","423923","436738","449151","461343","473740","485765","496433","505438","515714","524634","533518","544282","558079","575318","595597","618855","644803","673360","705682","740018","",
"Kyrgyz Republic","KGZ","Population ages 65 and above, female","SP.POP.65UP.FE.IN","84377","85776","86920","88416","90553","93356","97155","101698","106632","111100","114510","117717","119988","121698","123633","125807","128628","131737","134736","137128","138554","139630","139950","140029","140357","141233","141769","142613","143670","145841","148622","152329","155926","157665","158161","158639","161310","162568","163351","164680","166796","169228","172166","174811","175608","173282","170080","164729","158487","153038","148519","148277","148896","150180","152125","155437","161393","169373","",
"Cambodia","KHM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","84724","87648","90205","92439","94451","96296","98866","101101","103090","104899","106553","109656","112545","114909","116490","117208","118537","119055","119188","119276","119533","122934","126095","129103","132239","135546","138690","142791","147396","151847","155929","161960","167680","173279","179204","185643","190070","194943","200382","206145","212041","221807","231051","240084","249360","259193","269801","280801","292252","304101","316438","327459","338959","351441","365712","382274","401995","423650","",
"Kiribati","KIR","Population ages 65 and above, female","SP.POP.65UP.FE.IN","925","949","970","981","996","1005","1019","1031","1046","1054","1065","1087","1109","1134","1156","1174","1177","1171","1161","1151","1143","1172","1203","1244","1291","1345","1381","1411","1432","1438","1440","1489","1530","1556","1560","1554","1586","1615","1641","1668","1695","1759","1834","1908","1963","2005","2057","2099","2141","2193","2244","2281","2321","2366","2424","2492","2585","2687","",
"St. Kitts and Nevis","KNA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Population ages 65 and above, female","SP.POP.65UP.FE.IN","502901","521762","542551","563920","582846","598755","617057","631553","645268","660750","679217","702648","727895","754658","782955","812943","843297","876541","911392","946052","979925","1014658","1046233","1077245","1110877","1149778","1191639","1242874","1300234","1357713","1411615","1471967","1526289","1578544","1637253","1707192","1774105","1853427","1938230","2026480","2118336","2214670","2308285","2401839","2494298","2583887","2689875","2795037","2909846","3023053","3143037","3265974","3390535","3521429","3665769","3813901","3954460","4099600","",
"Kuwait","KWT","Population ages 65 and above, female","SP.POP.65UP.FE.IN","2587","2681","2869","3132","3443","3774","4335","4923","5550","6208","6919","7375","7756","8075","8389","8816","9388","9893","10237","10408","10506","10934","11211","11278","11222","11252","11493","11978","12442","12591","12301","12522","","","","9529","9566","10218","11335","12697","14118","15274","16437","17666","19046","20655","21393","22192","23101","24193","25493","26975","28834","30914","32917","34662","37045","39178","",
"Latin America & Caribbean (excluding high income)","LAC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","3311909","3445611","3580871","3717355","3855120","3994293","4136361","4280712","4427872","4577423","4729813","4901184","5071171","5242395","5418924","5602872","5806666","6016217","6228559","6437566","6640702","6853340","7058556","7263930","7479966","7713363","7968671","8236811","8519170","8816353","9129425","9473007","9826902","10188392","10552644","10917669","11325670","11730560","12138529","12557983","12994972","13464859","13951854","14455142","14971292","15501175","16032508","16576869","17142602","17739658","18376405","19038917","19728976","20463329","21263769","22145156","23057066","24042801","",
"Lao PDR","LAO","Population ages 65 and above, female","SP.POP.65UP.FE.IN","29492","31059","32584","34103","35648","37240","39023","40814","42592","44353","46085","48070","50003","51841","53519","54997","57154","59094","60913","62749","64724","66616","68605","70652","72702","74703","76966","79108","81168","83177","85165","87710","90186","92524","94633","96493","98851","101027","103049","104935","106727","109222","111499","113628","115648","117579","120004","122281","124488","126722","129065","132096","135284","138654","142250","146137","150578","155219","",
"Lebanon","LBN","Population ages 65 and above, female","SP.POP.65UP.FE.IN","56829","57726","58232","58487","58712","59021","59460","59848","60270","60750","61284","62515","63768","64976","66117","67141","69302","71331","73080","74326","74976","74819","74217","73487","73006","73008","73657","74692","76255","78455","81361","84116","87521","91274","95004","98492","102362","105993","109805","114365","120052","124511","130762","138025","145143","151236","156707","160793","165062","171584","181585","190171","202033","215454","228464","239837","252966","263866","",
"Liberia","LBR","Population ages 65 and above, female","SP.POP.65UP.FE.IN","13657","14051","14391","14672","14907","15101","15578","16007","16407","16772","17113","17747","18357","18954","19556","20178","21117","22069","23046","24070","25153","26464","27804","29087","30229","31188","32107","32637","32805","32686","32326","32456","32455","32529","32928","33739","35598","38314","41541","44834","47951","49587","50553","51156","51802","52749","54844","57357","60063","62635","64902","66927","68511","69895","71373","73133","75516","78076","",
"Libya","LBY","Population ages 65 and above, female","SP.POP.65UP.FE.IN","24888","25484","25975","26404","26831","27273","28088","28902","29715","30532","31347","32446","33579","34746","35945","37200","38708","40268","41882","43555","45304","47227","49192","51258","53479","55889","58556","61320","64186","67159","70241","73328","76543","79856","83201","86534","89921","93125","96240","99402","102695","105972","109257","112542","115776","118920","122866","126792","130486","133641","136095","138317","139801","141010","142615","145070","148325","152722","",
"St. Lucia","LCA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","2446","2519","2585","2630","2653","2669","2746","2819","2872","2901","2916","2974","3024","3063","3102","3145","3208","3266","3315","3355","3388","3488","3586","3685","3773","3855","4200","4561","4927","5292","5656","5765","5850","5916","5992","6090","6146","6223","6302","6379","6443","6476","6507","6526","6547","6576","6842","7136","7459","7827","8241","8428","8622","8812","9016","9212","9401","9598","",
"Latin America & Caribbean","LCN","Population ages 65 and above, female","SP.POP.65UP.FE.IN","4341028","4514279","4689940","4867963","5048400","5231758","5419754","5611137","5807126","6007793","6214033","6439113","6663779","6891001","7124547","7366201","7633479","7906826","8183876","8458584","8728752","9001232","9267705","9536033","9816508","10115868","10441138","10777263","11128082","11497095","11886378","12305922","12738973","13181908","13627154","14071711","14560755","15044408","15528713","16023099","16533686","17076284","17632185","18203246","18789651","19394706","20001375","20624347","21272647","21956370","22685055","23439350","24223857","25057392","25962454","26956635","27982708","29087466","",
"Least developed countries: UN classification","LDC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","3660906","3764603","3860922","3951320","4038267","4123601","4265738","4404977","4539195","4666129","4785458","4953121","5112429","5265213","5413477","5559185","5746217","5926158","6100105","6268874","6432987","6627611","6813486","6992221","7166102","7337196","7577940","7818602","8058758","8297383","8534747","8830144","9122706","9414112","9706157","10000467","10345269","10685037","11021340","11353134","11679893","12039593","12385958","12725541","13067107","13417259","13855144","14294430","14734782","15174934","15617293","16143836","16673962","17211822","17759861","18321642","18931966","19544816","",
"Low income","LIC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","2690223","2759339","2826634","2891787","2954021","3013292","3113299","3207821","3297620","3384551","3469393","3581762","3691576","3797830","3898604","3993620","4125992","4253662","4377786","4498883","4617130","4749523","4873659","4993348","5113377","5236375","5400664","5569962","5742570","5915438","6087590","6291832","6494403","6696813","6901552","7110064","7338762","7564585","7789003","8011733","8232525","8477626","8718076","8957881","9202527","9456488","9782240","10114255","10450789","10788859","11128135","11501137","11875163","12252325","12633248","13021030","13417743","13811388","",
"Liechtenstein","LIE","Population ages 65 and above, female","SP.POP.65UP.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","201670","200844","200370","200208","200284","200658","204157","207678","211395","215498","220047","227693","235746","244189","252882","261771","272281","282658","293018","303578","314475","326877","339654","353056","367384","382886","398609","415460","433277","451732","470566","489191","507335","525222","543110","561187","572096","581914","591131","600201","609576","630995","652908","675438","699020","724200","742601","761615","782751","807682","837747","883195","933425","989370","1047404","1105187","1164896","1223011","",
"Lower middle income","LMC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","17557637","18092143","18624310","19142700","19635878","20101387","20728320","21329925","21919502","22510682","23112940","23886400","24648327","25402030","26153624","26906853","27835375","28764856","29677912","30545909","31357372","32253809","33071759","33853802","34649237","35489130","36485659","37504613","38552560","39629153","40753773","42123167","43514602","44904130","46257295","47587615","49182883","50732514","52278897","53864992","55521802","57292830","59064046","60799729","62433915","63942574","65658455","67250237","68760497","70255554","71798782","73668996","75568361","77564887","79719530","82113819","84943606","87928428","",
"Low & middle income","LMY","Population ages 65 and above, female","SP.POP.65UP.FE.IN","47646145","48577257","49574994","50684483","51747293","52833878","54727835","56661072","58642691","60650769","62668830","65019675","67307457","69573633","71853674","74154564","76827790","79510485","82176417","84715222","87053504","89510380","91743769","93831110","95921214","98142701","100655577","103239485","105907320","108703626","111683021","114968674","118488020","122146757","125765403","129281320","133396546","137202714","140883647","144678893","148720974","153054757","157531900","162041464","166273469","170104246","174093567","177770104","181367414","185204177","189453842","194392397","199573663","205226209","211669333","219142895","227822976","237459455","",
"Lesotho","LSO","Population ages 65 and above, female","SP.POP.65UP.FE.IN","23122","23492","23854","24182","24450","24637","24985","25252","25465","25677","25905","26362","26815","27271","27713","28129","28722","29271","29809","30363","30931","31818","32784","33812","34815","35701","36594","37388","38180","38996","39855","40678","41397","42140","43050","44163","45627","47160","48653","49965","51004","52029","52844","53421","53685","53625","53697","53462","53134","52988","53172","53649","54356","55243","56252","57337","58849","60415","",
"Late-demographic dividend","LTE","Population ages 65 and above, female","SP.POP.65UP.FE.IN","27479710","27800851","28196967","28730638","29253688","29833311","31034630","32309866","33648740","35008389","36354950","37767375","39131165","40482368","41855937","43257800","44860899","46480103","48099768","49632338","51012094","52381951","53601784","54710984","55815421","57015900","58301379","59643198","61044377","62546149","64177381","65826348","67654964","69619297","71565688","73433178","75571908","77457009","79226571","81069432","83053458","85250460","87585496","89961056","92139568","94014810","95769784","97310422","98835575","100608312","102734694","105242145","107976641","111077791","114772038","119201938","124334875","130217165","",
"Lithuania","LTU","Population ages 65 and above, female","SP.POP.65UP.FE.IN","138723","144242","149847","155478","161321","167358","173408","179455","185494","191400","197846","204687","211116","217235","223212","228985","233377","237834","241738","244005","244561","243835","241660","239102","237625","238235","241028","245784","252024","258367","264017","271116","277816","283657","288776","293405","299407","304933","310103","315161","320255","327141","334155","341167","346978","350672","352713","355529","358239","360028","357715","355219","355705","357236","359355","361355","359077","356405","",
"Luxembourg","LUX","Population ages 65 and above, female","SP.POP.65UP.FE.IN","18995","19504","20068","20601","21178","21799","22463","23048","23626","24249","24867","25541","26241","26886","27568","28168","28762","29221","29613","29893","30058","30243","30212","30089","30029","30104","30327","30699","31155","31698","32316","32911","33491","34049","34578","35083","35581","35983","36335","36710","37090","37599","38042","38522","39049","39574","39797","39954","40192","40500","40877","41415","42082","42777","43561","44442","45612","47266","",
"Latvia","LVA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","150036","153610","156873","160268","164069","168098","172088","176501","181489","186245","190572","194838","198619","202122","205880","209825","213049","216785","220212","221716","220866","219461","216074","211920","208680","207397","208173","210895","214785","218174","220463","225393","228897","231211","233730","235925","238144","239344","239967","241062","242405","244898","247754","250969","253351","254976","257442","259790","261066","260249","257867","256417","256039","255900","256158","256912","257233","257366","",
"Macao SAR, China","MAC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","5525","5545","5621","5732","5867","6008","6170","6364","6565","6725","6824","7176","7482","7745","8004","8282","8662","9078","9562","10135","10852","11050","11298","11595","11952","12336","12484","12707","12973","13228","13462","14092","14698","15264","15829","16398","16844","17287","17742","18204","18651","18842","19057","19312","19596","19903","20059","20108","20126","20228","20529","21400","22529","23920","25553","27419","29591","32013","",
"St. Martin (French part)","MAF","Population ages 65 and above, female","SP.POP.65UP.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Population ages 65 and above, female","SP.POP.65UP.FE.IN","198407","208310","217757","226982","236417","246219","257736","269376","280814","291473","301086","310069","318185","325461","331833","337330","341970","345875","349602","353777","358829","366560","375094","384980","397063","411911","430692","452067","475889","501923","530025","561697","594284","627408","660630","693667","724200","754226","783823","812838","841293","870004","897024","922903","948429","973977","1000178","1027963","1055963","1081614","1103819","1120578","1133914","1148117","1169623","1202353","1242308","1293221","",
"Monaco","MCO","Population ages 65 and above, female","SP.POP.65UP.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","99341","100064","100690","101442","102550","104238","107417","111049","114817","118292","121169","124731","127417","130049","133489","137929","143317","149433","155519","160319","163454","165730","166323","166206","166874","169089","173092","178131","183674","189027","193923","198302","202266","205459","207525","208171","210864","211757","212529","213004","213575","216263","219115","221625","223237","223492","225464","226470","226709","226490","225925","225479","223765","221280","219846","221353","229664","241459","",
"Madagascar","MDG","Population ages 65 and above, female","SP.POP.65UP.FE.IN","90364","93363","96052","98546","101046","103638","107184","110601","113990","117467","121065","125762","130489","134836","138252","140465","142648","143864","144299","144174","143634","144616","145277","145874","146738","148095","150826","153894","157273","160900","164758","170261","175926","181861","188210","195056","202819","210768","218792","226755","234599","243359","252099","260743","269128","277240","286325","295084","303668","312191","320791","329828","338762","348323","359426","372655","388641","406232","",
"Maldives","MDV","Population ages 65 and above, female","SP.POP.65UP.FE.IN","807","822","836","847","855","856","874","888","900","914","932","967","1005","1044","1089","1137","1201","1271","1340","1416","1487","1563","1638","1707","1790","1875","1970","2073","2183","2290","2388","2504","2615","2730","2854","2990","3178","3374","3584","3818","4088","4427","4787","5160","5535","5905","6264","6622","6969","7282","7552","7714","7841","7952","8074","8240","8448","8697","",
"Middle East & North Africa","MEA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","2066980","2136822","2207233","2276665","2345980","2414514","2493045","2572135","2649132","2726834","2806071","2895925","2985689","3076509","3163265","3245655","3334190","3418010","3500524","3586416","3677138","3780031","3887789","4001705","4123105","4256468","4406206","4564639","4731332","4904983","5111857","5319823","5512479","5720110","5933126","6162672","6387075","6612620","6838219","7064981","7292275","7514913","7731701","7945188","8156235","8365794","8557895","8748943","8944518","9154048","9379121","9605432","9838818","10090199","10378458","10717784","11136202","11612264","",
"Mexico","MEX","Population ages 65 and above, female","SP.POP.65UP.FE.IN","678069","709118","740407","772394","805982","841576","878817","917503","957110","996336","1034455","1073834","1111032","1147441","1185593","1226944","1270104","1318515","1369190","1417473","1461381","1508234","1549335","1589161","1634151","1687737","1747835","1814361","1886800","1963617","2044150","2123059","2205348","2290120","2376364","2463350","2554074","2644491","2732960","2817304","2896857","2967655","3033130","3098643","3171226","3255584","3348008","3452354","3565326","3681367","3797821","3907083","4014641","4128629","4260342","4416788","4587466","4780278","",
"Marshall Islands","MHL","Population ages 65 and above, female","SP.POP.65UP.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","44955922","45817918","46748360","47792696","48793272","49820586","51614536","53453251","55345071","57266218","59199437","61437913","63615881","65775803","67955070","70160944","72701798","75256823","77798631","80216339","82436374","84760857","86870110","88837762","90807837","92906326","95254913","97669523","100164750","102788188","105595431","108676842","111993617","115449944","118863851","122171256","126057784","129638129","133094644","136667160","140488449","144577131","148813824","153083583","157070942","160647758","164311327","167655849","170916625","174415318","178325707","182891260","187698500","192973884","199036085","206121865","214405233","223648067","",
"North Macedonia","MKD","Population ages 65 and above, female","SP.POP.65UP.FE.IN","38207","38287","38269","38207","38190","38244","39033","39900","40849","41884","42994","44567","46195","47926","49821","51924","54255","56771","59236","61265","62667","63247","63178","62868","62878","63544","65243","67511","70238","73225","76350","79854","83425","87096","90915","94914","98081","101376","104763","108149","111446","114966","118280","121391","124304","127030","128720","130221","131619","132996","134407","136300","138117","140081","142505","145569","149244","153495","",
"Mali","MLI","Population ages 65 and above, female","SP.POP.65UP.FE.IN","59710","61577","63068","64298","65452","66642","69934","73191","76357","79359","82176","86650","91014","95186","99110","102762","107719","112420","116886","121177","125326","131017","136660","142038","146892","151045","155858","160176","164231","168268","172415","175731","178983","182080","184855","187216","189237","190842","192108","193084","193813","196018","197785","199401","201290","203651","208800","214350","219838","224620","228405","233148","236915","240210","243715","247842","254506","261484","",
"Malta","MLT","Population ages 65 and above, female","SP.POP.65UP.FE.IN","12523","12763","12982","13193","13421","13652","13974","14405","14906","15428","16038","16277","16378","16383","16350","16432","16579","16709","16937","17121","17265","17477","17867","18079","18050","18388","18928","19365","19884","20435","20962","21929","22527","23117","23714","24287","24803","25343","25871","26401","26964","27691","28473","29287","30127","30967","31760","32555","33566","34852","36320","37327","38736","40531","42631","44854","47110","49201","",
"Myanmar","MMR","Population ages 65 and above, female","SP.POP.65UP.FE.IN","413316","428269","441559","453950","466568","479926","498055","516629","535348","553647","571299","591017","610260","628930","646896","664229","684408","703439","722053","741218","761475","786464","811703","836733","860912","884004","909727","934366","958246","981767","1005235","1035772","1064492","1091814","1118197","1143873","1172371","1199298","1224072","1245523","1262959","1284284","1301743","1315640","1326384","1334682","1348128","1360857","1373844","1388034","1404679","1430759","1457560","1489358","1532002","1588592","1661026","1744432","",
"Middle East & North Africa (excluding high income)","MNA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","1907658","1970904","2033337","2094965","2155784","2215639","2286042","2355057","2423187","2490952","2558745","2637118","2715430","2792158","2864725","2932182","3006982","3076051","3143239","3212968","3287828","3378327","3474647","3578052","3690229","3812849","3947281","4088622","4236399","4389761","4572072","4749505","4929570","5113206","5301601","5496013","5701090","5906943","6112936","6318532","6523150","6726980","6926135","7122123","7314644","7504171","7675143","7843379","8013917","8192928","8386598","8586892","8790772","9008393","9257922","9553315","9918522","10337326","",
"Montenegro","MNE","Population ages 65 and above, female","SP.POP.65UP.FE.IN","17456","17826","18166","18451","18660","18781","19274","19741","20256","20921","21789","22435","23183","23987","24808","25598","26379","27147","27870","28493","28998","29300","29468","29552","29634","29768","29950","30053","30097","30142","30258","30891","31709","32690","33805","35021","35969","36950","37961","39009","40099","41451","42810","44105","45131","45894","46182","46266","46283","46393","46652","47058","47568","48228","49074","50102","51343","52770","",
"Mongolia","MNG","Population ages 65 and above, female","SP.POP.65UP.FE.IN","25980","27166","28281","29307","30213","30988","31699","32311","32920","33644","34550","36010","37564","39060","40290","41157","41672","41863","41918","42045","42378","43129","43973","44846","45648","46315","47229","48015","48668","49231","49712","49895","49871","49625","49153","48505","49086","49452","49630","49667","49574","50385","51146","51879","52590","53269","54527","55788","57010","58158","59199","60659","62066","63532","65206","67209","69509","72228","",
"Northern Mariana Islands","MNP","Population ages 65 and above, female","SP.POP.65UP.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Population ages 65 and above, female","SP.POP.65UP.FE.IN","115006","118527","121817","124892","127759","130442","134549","138464","142194","145735","149084","153822","158306","162654","166986","171392","176848","182360","187755","192823","197431","203521","208941","213522","217101","219636","224279","227741","230824","234485","239316","244657","251433","258903","266194","272837","283230","292793","301810","310648","319584","330697","341802","352907","364027","375177","388179","401290","414413","427395","440205","453968","467428","480915","494853","509511","525640","542294","",
"Mauritania","MRT","Population ages 65 and above, female","SP.POP.65UP.FE.IN","8237","8791","9375","9984","10612","11260","11970","12687","13417","14169","14947","15776","16611","17464","18335","19219","20158","21106","22072","23052","24051","25106","26168","27231","28304","29393","30533","31666","32798","33939","35103","36313","37526","38763","40029","41345","42648","43966","45310","46689","48105","49630","51147","52688","54246","55833","57511","59166","60849","62594","64430","66363","68352","70378","72428","74500","76715","78921","",
"Mauritius","MUS","Population ages 65 and above, female","SP.POP.65UP.FE.IN","9703","10092","10430","10736","11035","11342","11645","11979","12341","12705","13074","13592","14100","14609","15149","15719","16720","17802","18888","20124","21425","22273","23038","23735","24510","25283","26203","27178","28166","29131","29997","30970","31911","32769","33768","34718","36092","37674","39199","40735","42067","43229","44279","45292","46255","47250","48514","49904","51454","53267","55462","58158","61250","64600","68185","72009","75372","78898","",
"Malawi","MWI","Population ages 65 and above, female","SP.POP.65UP.FE.IN","54310","55212","56071","56894","57700","58508","60120","61756","63263","64457","65272","66486","67413","68250","69283","70650","72963","75496","78241","81190","84351","88048","91829","95850","100335","105430","112366","120306","128563","136238","142685","148725","153020","156204","159211","162749","164656","167395","170692","174188","177642","182557","187518","192641","198047","203798","211583","219609","228022","237102","246945","257351","268851","280839","292345","302854","312824","321485","",
"Malaysia","MYS","Population ages 65 and above, female","SP.POP.65UP.FE.IN","135388","138145","141329","144542","147212","149069","153556","157580","161713","166821","173373","181096","189582","198260","206430","213777","220232","226234","232196","238628","245837","255049","264521","274180","283973","293937","304107","314111","323982","333903","344162","355499","367201","379142","391144","403259","416265","428828","441684","455864","471937","495473","519118","541140","562035","584859","613755","641510","666295","688895","712369","749283","790628","835465","882180","929853","977963","1027006","",
"North America","NAC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","9845943","10133509","10414353","10697152","10991781","11289900","11605349","11932818","12267721","12609901","12978415","13367605","13731500","14095791","14475944","14880743","15247284","15629255","16032820","16456588","16870148","17242290","17597560","17947997","18309900","18698790","19046820","19404109","19770623","20147962","20541952","20875861","21191010","21471452","21713840","21928140","22078019","22222116","22347507","22468504","22594173","22711007","22805926","22907325","23068653","23291659","23581211","23929770","24353488","24853942","25445755","26085283","26824159","27627327","28488152","29379450","30302805","31220966","",
"Namibia","NAM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","12863","13143","13402","13657","13915","14187","14585","14990","15392","15774","16128","16599","17036","17432","17818","18188","18716","19233","19726","20207","20677","21231","21775","22345","22974","23676","24366","25118","25916","26750","27596","28557","29485","30382","31250","32097","33015","33899","34743","35491","36132","36986","37671","38253","38806","39372","40217","41074","41965","42886","43850","45021","46248","47563","48998","50576","52334","54257","",
"New Caledonia","NCL","Population ages 65 and above, female","SP.POP.65UP.FE.IN","1524","1561","1599","1632","1665","1697","1753","1797","1846","1922","2073","2259","2409","2513","2606","2672","2736","2807","2874","2924","2985","3105","3228","3345","3464","3587","3718","3858","4008","4158","4329","4478","4618","4762","4932","5099","5348","5631","5934","6242","6558","6902","7252","7603","7966","8358","8958","9612","10302","11021","11791","12187","12589","13007","13433","13879","14309","14750","",
"Niger","NER","Population ages 65 and above, female","SP.POP.65UP.FE.IN","23233","25459","27759","30024","32122","33995","35869","37527","39065","40616","42264","44334","46427","48524","50595","52645","55272","57863","60433","62994","65575","68745","71961","75198","78459","81750","85415","89213","93149","97197","101355","105496","109711","114073","118660","123528","128152","132996","138077","143418","149055","154765","160682","166899","173561","180755","188704","196957","205475","214160","222989","233205","243670","254215","264537","274474","283743","292571","",
"Nigeria","NGA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","714186","736247","756525","774314","788703","799481","820969","839044","854385","867783","879820","904500","926982","947799","967599","986904","1017069","1046475","1074897","1102012","1127809","1167220","1204336","1239604","1273700","1307363","1348257","1387243","1424379","1459568","1492969","1535991","1575527","1612141","1646328","1678628","1719163","1755214","1787668","1817482","1845523","1888536","1926711","1960773","1991698","2020486","2080302","2136865","2189941","2239080","2284597","2356529","2423222","2485442","2544011","2599936","2680955","2757975","",
"Nicaragua","NIC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","25322","26032","26663","27255","27883","28579","29619","30682","31787","32920","34077","35499","36946","38432","39955","41527","43323","45184","47110","49071","51045","53085","55122","57201","59431","61847","64365","67038","69852","72773","75776","78959","82175","85397","88576","91693","95059","98316","101514","104716","107964","111728","115482","119300","123280","127496","132073","136959","141937","146660","150989","154826","158306","162046","166918","173465","181301","190557","",
"Netherlands","NLD","Population ages 65 and above, female","SP.POP.65UP.FE.IN","544032","559990","577749","596176","615191","634962","654429","673294","692059","712459","734543","755521","775752","795209","814924","836132","859317","881027","902809","924683","946672","967424","984090","999410","1016334","1036496","1056209","1079042","1102954","1125268","1146445","1164282","1179429","1192428","1204319","1215884","1225842","1236879","1249436","1262256","1275053","1288991","1300513","1309741","1318265","1327109","1339770","1354530","1374626","1401816","1435846","1475787","1519601","1565250","1611399","1656295","1698760","1740100","",
"Norway","NOR","Population ages 65 and above, female","SP.POP.65UP.FE.IN","217720","222948","228789","234962","241210","247408","254395","261244","268004","274829","281674","287655","294027","300425","306783","313162","319919","326588","333208","339770","346330","353397","360087","366434","372657","379084","384845","391015","397116","401888","405283","407338","408749","409305","409073","408179","406767","404987","403103","401470","399795","398060","396471","395322","394692","395101","395423","396806","399610","403824","409923","418423","429068","440488","451429","461053","470352","478693","",
"Nepal","NPL","Population ages 65 and above, female","SP.POP.65UP.FE.IN","139405","144994","149891","154341","158762","163341","170030","176805","183542","190053","196245","204753","213011","220952","228519","235717","245185","254272","262957","271219","279089","289045","298627","307988","317339","326802","338798","350746","362552","374050","385173","398903","412169","425041","437585","449881","463837","477497","490811","503733","516244","532385","547817","562960","578274","594164","611913","630482","649998","670419","692027","713685","738013","766760","801326","842383","881369","921290","",
"Nauru","NRU","Population ages 65 and above, female","SP.POP.65UP.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Population ages 65 and above, female","SP.POP.65UP.FE.IN","114109","115599","118043","120104","122427","124282","127321","130331","132224","134361","137446","140051","143123","146587","150546","154794","159666","164099","168261","171502","175245","178533","182565","187250","191345","195395","198036","202645","206256","210202","214710","226512","229916","233562","237736","242289","246569","250049","252537","254375","256717","257916","262348","267817","272384","276363","282273","287497","292973","300022","308944","315827","323711","333503","346305","360684","376476","392412","",
"OECD members","OED","Population ages 65 and above, female","SP.POP.65UP.FE.IN","38658132","39759913","40847345","41961685","43100474","44255026","45451262","46643290","47826307","49112288","50380533","51751346","53115857","54445628","55853270","57279982","58704002","60196336","61676295","63014589","64117057","64991926","65551510","65986371","66568732","67479139","68653164","70095317","71729010","73418204","75068930","76635452","78127231","79522179","80859302","82195805","83513874","84803979","86068891","87348742","88649292","89963773","91296697","92663416","94067817","95522906","97039586","98595676","100278488","102117780","104228767","106221812","108685240","111427725","114308830","117215235","119992014","122693351","",
