Region,Sub Region,Country,Count,Rate,Year
Europe,Southern Europe,Bosnia and Herzegovina,4874,137.8408868,2015
Europe,Southern Europe,Croatia,13547,319.8052132,2015
Europe,Southern Europe,Greece,100805,898.6164845,2015
Europe,Southern Europe,Holy See,0,0,2015
Europe,Southern Europe,Italy,1045374,1756.806728,2015
Europe,Southern Europe,Kosovo under UNSCR 1244,12295,682.3731824,2015
Europe,Southern Europe,Malta,8653,2023.544489,2015
Europe,Southern Europe,Montenegro,827,131.6505831,2015
Europe,Southern Europe,Portugal,86417,829.4593651,2015
Europe,Southern Europe,Serbia,24483,276.6040618,2015
Europe,Southern Europe,Slovenia,22798,1098.811059,2015
Europe,Southern Europe,Spain,205751,443.4512048,2015
Europe,Western Europe,Austria,140254,1616.079539,2015
Europe,Western Europe,Belgium,186586,1652.967681,2015
Europe,Western Europe,France,1397363,2167.89277,2015
Europe,Western Europe,Germany,1348955,1650.950315,2015
Europe,Western Europe,Liechtenstein,193,516.0013903,2015
Europe,Western Europe,Monaco,544,1420.105986,2015
Europe,Western Europe,Netherlands,335147,1978.610974,2015
Europe,Western Europe,Switzerland,155002,1863.056534,2015
Oceania,Australia and New Zealand,Australia,561174,2357.917938,2015
Africa,Eastern Africa,Kenya,1355,2.794543192,2016
Africa,Western Africa,Senegal,154,0.998597787,2016
Americas,Caribbean,Barbados,1701,597.095609,2016
Americas,Caribbean,Dominican Republic,874,8.21089733,2016
Americas,Caribbean,Grenada,2476,2307.028611,2016
Americas,Caribbean,Jamaica,188,6.527384775,2016
Americas,Caribbean,Puerto Rico,23163,631.2982308,2016
Americas,Central America,Belize,752,204.8882188,2016
Americas,Central America,Guatemala,49114,296.1511077,2016
Americas,Central America,Honduras,3088,33.88747401,2016
Americas,Central America,Mexico,309692,242.9208978,2016
Americas,Central America,Panama,15983,396.2796573,2016
Americas,Northern America,Bermuda,1352,2190.261114,2016
Americas,Northern America,Canada,511054,1408.622527,2016
Americas,Northern America,United States of America,5638500,1749.839046,2016
Americas,South America,Argentina,270125,616.2131371,2016
Americas,South America,Chile,173528,969.1770554,2016
Americas,South America,Colombia,86564,178.0161658,2016
Americas,South America,Ecuador,31782,193.9983448,2016
Americas,South America,Guyana,4816,623.0539268,2016
Americas,South America,Paraguay,42381,630.241735,2016
Americas,South America,Peru,94907,298.7900186,2016
Americas,South America,Uruguay,110401,3205.491142,2016
Asia,Central Asia,Kyrgyzstan,9292,156.0981038,2016
Asia,Eastern Asia,Japan,374497,293.3111306,2016
Asia,Eastern Asia,Macao Special Administrative Region of China,2932,479.7641629,2016
Asia,Eastern Asia,Mongolia,9065,299.8299916,2016
Asia,Eastern Asia,Republic of Korea,203037,399.8655074,2016
Asia,South-Eastern Asia,Indonesia,26636,10.20636946,2016
Asia,South-Eastern Asia,Myanmar,3125,5.909092896,2016
Asia,South-Eastern Asia,Philippines,49634,48.04199866,2016
Asia,South-Eastern Asia,Singapore,13665,243.3568998,2016
Asia,South-Eastern Asia,Thailand,33042,48.0204062,2016
Asia,Southern Asia,Nepal,1274,4.396578443,2016
Asia,Southern Asia,Pakistan,40388,20.90726491,2016
Asia,Southern Asia,Sri Lanka,6163,29.64685463,2016
Asia,Western Asia,Armenia,5677,194.3312643,2016
Asia,Western Asia,Azerbaijan,2407,24.7788123,2016
Asia,Western Asia,Cyprus,722,61.69588135,2016
Asia,Western Asia,Turkey,169917,214.0434977,2016
Asia,Western Asia,United Arab Emirates,4803,51.72258722,2016
Europe,Eastern Europe,Bulgaria,32727,459.0030488,2016
Europe,Eastern Europe,Czech Republic,71872,677.4180389,2016
Europe,Eastern Europe,Hungary,93592,959.78102,2016
Europe,Eastern Europe,Poland,126392,330.8637295,2016
Europe,Eastern Europe,Romania,92099,465.6410789,2016
Europe,Eastern Europe,Russian Federation,736089,511.6427532,2016
Europe,Eastern Europe,Slovakia,15870,291.6348753,2016
Europe,Northern Europe,Denmark,225511,3949.186414,2016
Europe,Northern Europe,Finland,114490,2081.030973,2016
Europe,Northern Europe,Iceland,3472,1043.154509,2016
Europe,Northern Europe,Ireland,64981,1371.57722,2016
Europe,Northern Europe,Latvia,14570,738.5695838,2016
Europe,Northern Europe,Lithuania,19963,684.5960438,2016
Europe,Northern Europe,Norway,104507,1990.685056,2016
Europe,Northern Europe,Sweden,375396,3816.866696,2016
Europe,Northern Europe,United Kingdom (England and Wales),1329346,2282.987805,2016
Europe,Northern Europe,United Kingdom (Northern Ireland),24070,1292.286143,2016
Europe,Northern Europe,United Kingdom (Scotland),84867,1570.20626,2016
Europe,Southern Europe,Albania,5633,192.443703,2016
Europe,Southern Europe,Bosnia and Herzegovina,4491,127.2812493,2016
Europe,Southern Europe,Croatia,12739,302.4454228,2016
Europe,Southern Europe,Greece,101777,909.148907,2016
Europe,Southern Europe,Kosovo under UNSCR 1244,12593,693.3707741,2016
Europe,Southern Europe,Montenegro,506,80.51937223,2016
Europe,Southern Europe,Portugal,77774,749.3794066,2016
Europe,Southern Europe,Serbia,22441,254.3809844,2016
Europe,Southern Europe,Slovenia,21395,1030.46844,2016
Europe,Southern Europe,Spain,163077,351.3835194,2016
Europe,Western Europe,Austria,143531,1649.900554,2016
Europe,Western Europe,France,1381425,2134.793959,2016
Europe,Western Europe,Germany,1290481,1576.172925,2016
Europe,Western Europe,Liechtenstein,196,520.5649724,2016
Europe,Western Europe,Monaco,416,1080.244509,2016
Europe,Western Europe,Netherlands,304273,1791.206286,2016
Europe,Western Europe,Switzerland,143671,1712.422446,2016
Oceania,Australia and New Zealand,Australia,593369,2460.144673,2016
